Taxpayer_Number,Taxpayer_Name,Taxpayer_Address,Taxpayer_City,Taxpayer_State,Taxpayer_Zip_Code,Taxpayer_Organizational_Type,Taxpayer_Organizational_Name,Record_Type_Code,Record_Type_Name,SOS_Charter_Date,SOS_Status_Date,Responsibility_Beginning_Date,DateTime
32073645734,SILK ESSENCE LLC,5666 OVERBROOK LN,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/4/2020 0:00,3/4/2020 0:00,3/4/2020 0:00,3/25/2020 2:13
32073677752,"2816 MCCULLOCH, LLC",3009 POST OAK BLVD STE 2000,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/6/2020 0:00,3/6/2020 0:00,3/6/2020 0:00,3/25/2020 2:13
32073700299,ROYAL REGAL INC.,3050 POST OAK BLVD STE 1350,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,3/10/2020 0:00,3/10/2020 0:00,3/10/2020 0:00,3/25/2020 2:13
32073617873,THE GOOD SHEPHERD CHRISTIAN RETREAT CENTER,TWO RIVERWAY SUITE 1770,HOUSTON,TX,77056,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,2/26/2020 0:00,2/26/2020 0:00,2/26/2020 0:00,3/25/2020 2:13
32073751342,HINES HWY 114 LLC,2800 POST OAK BLVD STE 4800,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,3/16/2020 0:00,3/16/2020 0:00,3/16/2020 0:00,3/25/2020 2:13
32073629209,ALIGN SOLUTIONS,3000 SAGE RD APT 1340,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,3/3/2020 0:00,3/3/2020 0:00,3/3/2020 0:00,3/25/2020 2:13
32073738893,"WORKMAN STAFFING, LLC",1980 POST OAK BLVD STE 1200,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/13/2020 0:00,3/13/2020 0:00,3/13/2020 0:00,3/25/2020 2:13
32072807350,GLOBAL IP HOLDINGS LLC,777 POST OAK BLVD STE 550,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 0:00,3/25/2020 2:13
32073684956,"FOUR ARROWS, LLC",5444 WESTHEIMER RD STE 1250,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/10/2020 0:00,3/10/2020 0:00,3/10/2020 0:00,3/25/2020 2:13
32072789061,HT COUNTRY CLUB SS OWNER LLC,2800 POST OAK BLVD STE 4800,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,12/12/2019 0:00,12/12/2019 0:00,12/12/2019 0:00,3/25/2020 2:13
32073646252,NINE27 INVESTMENTS INC,5065 WESTHEIMER RD STE 1130,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,3/4/2020 0:00,3/4/2020 0:00,3/4/2020 0:00,3/25/2020 2:13
32073692579,NDUR LLC,3000 SAGE RD APT 1433,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/7/2020 0:00,3/7/2020 0:00,3/7/2020 0:00,3/25/2020 2:13
32072837100,"PATHWAY CONSTRUCTION, LLC",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,12/17/2019 0:00,12/17/2019 0:00,12/17/2019 0:00,3/25/2020 2:13
32073674049,"WOB KATY, LLC",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,3/6/2020 0:00,3/6/2020 0:00,3/6/2020 0:00,3/25/2020 2:13
32073653084,"TRADEHOUSE AT BULVERDE MARKETPLACE, LP",770 S POST OAK LN STE 500,HOUSTON,TX,77056,PL,Unknown,U,Secretary of State (SOS) File Number,3/5/2020 0:00,3/5/2020 0:00,3/5/2020 0:00,3/25/2020 2:13
32072796728,"WESTWIND ENERGY GROUP, LLC",5555 SAN FELIPE ST STE 2100,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/12/2019 0:00,12/12/2019 0:00,12/12/2019 0:00,3/25/2020 2:13
32072790358,"WTP 2019, LLC",5051 WESTHEIMER RD STE 1200,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/12/2019 0:00,12/12/2019 0:00,12/12/2019 0:00,3/25/2020 2:13
32073764584,"VISTA DEL LAGO, LLC",1980 POST OAK BLVD STE 1200,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/17/2020 0:00,3/17/2020 0:00,3/17/2020 0:00,3/25/2020 2:13
32072789293,HINES COUNTRY CLUB SS GP LLC,2800 POST OAK BLVD STE 4800,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,12/12/2019 0:00,12/12/2019 0:00,12/12/2019 0:00,3/25/2020 2:13
32073682695,HISSHO RESTAURANT CO. LLC,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,3/9/2020 0:00,3/9/2020 0:00,3/9/2020 0:00,3/25/2020 2:13
32072844445,"DETRING STORAGE 2019-II, LLC",1885 SAINT JAMES PL STE 1200,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/18/2019 0:00,12/18/2019 0:00,12/18/2019 0:00,3/25/2020 2:13
32072828653,SUNRISE CREST CORPORATION,4900 WOODWAY DR STE 1110,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,12/17/2019 0:00,12/17/2019 0:00,12/17/2019 0:00,3/25/2020 2:13
32072835351,"TETYCO, LLC",1901 POST OAK BLVD,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/18/2019 0:00,12/18/2019 0:00,12/18/2019 0:00,3/25/2020 2:13
32072797288,COMPENSATION ADVISORY PARTNERS LLC,ONE RIVERWAY SUITE,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,12/12/2019 0:00,12/12/2019 0:00,12/12/2019 0:00,3/25/2020 2:13
32073713953,ACTIVATED VENTURES LLC,5100 WESTHEIMER RD STE 200,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/11/2020 0:00,3/11/2020 0:00,3/11/2020 0:00,3/25/2020 2:13
32073742341,ATS REHAB OT & PT & SLP PLLC,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,3/13/2020 0:00,3/13/2020 0:00,3/13/2020 0:00,3/25/2020 2:13
32073659636,CREO LOGISTICS LLC,2700 POST OAK BLVD FL 21,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/6/2020 0:00,3/6/2020 0:00,3/6/2020 0:00,3/25/2020 2:13
32073643283,CARTERMAN DEVELOPMENT LLC,3000 SAGE RD APT 1116,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/5/2020 0:00,3/5/2020 0:00,3/5/2020 0:00,3/25/2020 2:13
32072800843,BLACK GROWTH AND DEVELOPMENT LLC,2634 YORKTOWN ST APT 441,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/10/2019 0:00,12/10/2019 0:00,12/10/2019 0:00,3/25/2020 2:13
32073771001,"UPTOWN REFERRALS, INC",1707 1/2 POST OAK BLVD # 201,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,3/17/2020 0:00,3/17/2020 0:00,3/17/2020 0:00,3/25/2020 2:13
32072781811,JUNE MEETS JULY LLC,1200 POST OAK BLVD APT 3011,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/12/2019 0:00,12/12/2019 0:00,12/12/2019 0:00,3/25/2020 2:13
32072850095,L FELIX REALTY LLC,1750 SKY LARK LN UNIT 1707,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/19/2019 0:00,12/19/2019 0:00,12/19/2019 0:00,3/25/2020 2:13
32073765227,NADG NNN AFC (FWR-TX) LP,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,PF,Unknown,V,SOS Certificate of Authority (COA) File Number,3/17/2020 0:00,3/17/2020 0:00,3/17/2020 0:00,3/25/2020 2:13
32073697982,"SOJO HOLDINGS, LLC",4900 WOODWAY DR STE 110,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/10/2020 0:00,3/10/2020 0:00,3/10/2020 0:00,3/25/2020 2:13
32073644117,"PROTECDIV, INC.",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CF,Foreign Profit,V,SOS Certificate of Authority (COA) File Number,3/4/2020 0:00,3/4/2020 0:00,3/4/2020 0:00,3/25/2020 2:13
32072802559,"FFF HOLDING, LLC",5051 WESTHEIMER RD STE 1200,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 0:00,3/25/2020 2:13
32072789145,HINES COUNTRY CLUB SS ASSOCIATES LP,2800 POST OAK BLVD STE 4800,HOUSTON,TX,77056,PL,Unknown,U,Secretary of State (SOS) File Number,12/12/2019 0:00,12/12/2019 0:00,12/12/2019 0:00,3/25/2020 2:13
32073413315,"MB FRAZIER INVESTMENTS, LP",5301 BORDLEY DR,HOUSTON,TX,77056,PL,Unknown,U,Secretary of State (SOS) File Number,2/12/2020 0:00,2/12/2020 0:00,2/12/2020 0:00,3/25/2020 2:13
32072970331,OXBOW CORPORATION,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CF,Foreign Profit,V,SOS Certificate of Authority (COA) File Number,1/3/2020 0:00,1/3/2020 0:00,1/3/2020 0:00,3/25/2020 2:13
32072693933,"WORLDLINK SPECIALTY, LLC",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,12/3/2019 0:00,12/3/2019 0:00,12/3/2019 0:00,3/25/2020 2:13
32072693479,"SIMPLEX TRANSPORTATION MANAGEMENT SERVICES, INC.",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CF,Foreign Profit,V,SOS Certificate of Authority (COA) File Number,12/3/2019 0:00,12/3/2019 0:00,12/3/2019 0:00,3/25/2020 2:13
32072692984,"WIATREK FLATS, LLC",1885 SAINT JAMES PL FL 15,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/3/2019 0:00,12/3/2019 0:00,12/3/2019 0:00,3/25/2020 2:13
32072692851,"TEXIAN LANNISTER GP, LLC",1819 SAINT JAMES PL,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/3/2019 0:00,12/3/2019 0:00,12/3/2019 0:00,3/25/2020 2:13
32073001870,W. CLYDE LEMON ATTORNEY AT LAW PLLC,5100 WESTHEIMER RD STE 200,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/30/2019 0:00,12/30/2019 0:00,12/30/2019 0:00,3/25/2020 2:13
32073302252,PEARUP FOUNDATION CORP.,2632 YORKTOWN ST APT 549,HOUSTON,TX,77056,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,2/3/2020 0:00,2/3/2020 0:00,2/3/2020 0:00,3/25/2020 2:13
32072352167,BR3 INVESTMENTS CORP,3033 CHIMNEY ROCK RD STE 625,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,10/25/2019 0:00,10/25/2019 0:00,10/25/2019 0:00,3/25/2020 2:13
32073301767,V&K LOGISTICS LLC,2700 POST OAK BLVD FL 21,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32072348546,GOLDEN FORMULAS INC.,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,10/24/2019 0:00,10/24/2019 0:00,10/24/2019 0:00,3/25/2020 2:13
32072692331,PRECISION D BUILDERS LLC,3050 POST OAK BLVD STE 510,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/4/2019 0:00,12/4/2019 0:00,12/4/2019 0:00,3/25/2020 2:13
32073300587,57 WYNDEN LLC,57 WYNDEN OAKS DR,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/3/2020 0:00,2/3/2020 0:00,2/3/2020 0:00,3/25/2020 2:13
32073002852,"CUE WX, INC.",2700 POST OAK BLVD STE 2100,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32072357802,TRANQUIL CLINICAL AND RESEARCH CONSULTING SERVICES,5051 WESTHEIMER RD STE 1200,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/25/2019 0:00,10/25/2019 0:00,10/25/2019 0:00,3/25/2020 2:13
32072358768,"TELFAIR OFFICE PARK CONDOMINIUM ASSOCIATION, INC.",2800 POST OAK BLVD STE 5777,HOUSTON,TX,77056,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,10/25/2019 0:00,10/25/2019 0:00,10/25/2019 0:00,3/25/2020 2:13
32073003439,"CUE VZ, INC.",2700 POST OAK BLVD STE 2100,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32073299540,"WTP PROJECT DEVELOPER, LLC",4900 WOODWAY DR STE 1110,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/31/2020 0:00,1/31/2020 0:00,1/31/2020 0:00,3/25/2020 2:13
32073003819,"CLAY PARTNERS - TWINWOOD DISTRIBUTION #1, L.P.",5599 SAN FELIPE ST STE 1440,HOUSTON,TX,77056,PL,Unknown,U,Secretary of State (SOS) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32073003827,"CLAY PARTNERS - TWINWOOD DISTRIBUTION #1 GP, LLC",5599 SAN FELIPE ST STE 1440,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32073002472,"WHITE CASTLE FOOD PRODUCTS, LLC",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,12/30/2019 0:00,12/30/2019 0:00,12/30/2019 0:00,3/25/2020 2:13
32072995585,TB VALLEY VIEW 1 LLC,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,1/6/2020 0:00,1/6/2020 0:00,1/6/2020 0:00,3/25/2020 2:13
32073307301,ELTEX FOODS CORP,3033 CHIMNEY ROCK RD STE 625,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,2/3/2020 0:00,2/3/2020 0:00,2/3/2020 0:00,3/25/2020 2:13
32072347316,"DOMAIN TOWN CENTER INVESTORS, LP",1300 POST OAK BLVD STE 1650,HOUSTON,TX,77056,PL,Unknown,U,Secretary of State (SOS) File Number,10/24/2019 0:00,10/24/2019 0:00,10/24/2019 0:00,3/25/2020 2:13
32072335303,"JUBILEE NATIONAL HOLDINGS, INC.",3505 SAGE RD UNIT 2702,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32072335840,"BONNY HILL, LLC",5510 SAUVE LN,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32072336202,"WESTLAKE CAPITAL FINANCE, LLC",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32072336608,COSMETIC SCIENCE CORPORATION,3050 POST OAK BLVD STE 510,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32072336731,FREY SOLUTIONS LLC,5150 HIDALGO ST UNIT 603,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32073318878,"ROCKHOUND LANDCO, LLC",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32073317920,OCEAN PARK ADVISORS LLC,2700 POST OAK BLVD STE 2100,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,2/5/2020 0:00,2/5/2020 0:00,2/5/2020 0:00,3/25/2020 2:13
32073317078,AL-HAFEEZ ELECTRONICS LLC,5135 W ALABAMA ST STE K407,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32072338786,EXPERT AUTO CARE INC,3055 SAGE RD STE G1,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32073315478,"THE CALLAHAN VENTURE GROUP, LLC",1707 1/2 #444 POST OAK BOULEVARD,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32072339297,T/S PROJECTS LLC,5005 RIVERWAY DR STE 450,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32072339578,4PT0 FOUNDATION,2700 POST OAK BLVD FL 21,HOUSTON,TX,77056,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,10/25/2019 0:00,10/25/2019 0:00,10/25/2019 0:00,3/25/2020 2:13
32072340113,SHIRAZ GARDEN INC,5232 PIPING ROCK LN,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32072993432,"MOND PROPERTIES, LLC",3050 POST OAK BLVD STE 1350,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/6/2020 0:00,1/6/2020 0:00,1/6/2020 0:00,3/25/2020 2:13
32073313762,"CHIROCO S&E PROMOTIONS, INC.",4900 WOODWAY DR STE 1110,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32072346003,"MAGAR PROPERTIES, LLC.",4900 WOODWAY DR STE 110,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/24/2019 0:00,10/24/2019 0:00,10/24/2019 0:00,3/25/2020 2:13
32073312962,"REFLEXES TECH, INC.",4900 WOODWAY DR STE 1110,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32073312087,MMF PARTNERS JV PEAKS LANDING LLC,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32073312046,"MCDOWELL VUE FUND, LLC",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32073298906,HINES WEST 303 ASSOCIATES LP,2800 POST OAK BLVD STE 4800,HOUSTON,TX,77056,PL,Unknown,U,Secretary of State (SOS) File Number,2/3/2020 0:00,2/3/2020 0:00,2/3/2020 0:00,3/25/2020 2:13
32072334686,BASIC REALTY LLC,3050 POST OAK BLVD STE 1350,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32072362646,"TAKEN BY DREAMS, LLC",2425 SAGE RD APT 25,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/26/2019 0:00,10/26/2019 0:00,10/26/2019 0:00,3/25/2020 2:13
32072364220,GCP DOMAIN TOWN CENTER LLC,1707 POST OAK BLVD STE 200,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/25/2019 0:00,10/25/2019 0:00,10/25/2019 0:00,3/25/2020 2:13
32073011564,GLOBEL LANE LLC,2425 SAGE RD APT 198,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32073011754,"NOT YOUR REGULAR MEDIA, LLC",5120 WOODWAY DR STE 9030,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32073271515,"SM MONTERREY GROUP, LLC",4900 WOODWAY DR STE 1100,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/30/2020 0:00,1/30/2020 0:00,1/30/2020 0:00,3/25/2020 2:13
32073012083,"CAZ PEA2 DIDI AGGREGATOR, L.P.","ONE RIVERWAY, STE. 2000",HOUSTON,TX,77056,PL,Unknown,U,Secretary of State (SOS) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32073271242,SLS PFLUGERVILLE LLC,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/30/2020 0:00,1/30/2020 0:00,1/30/2020 0:00,3/25/2020 2:13
32073271192,SLS RICHMOND LLC,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/30/2020 0:00,1/30/2020 0:00,1/30/2020 0:00,3/25/2020 2:13
32073012141,BCAPITAL CORP.,4900 WOODWAY DR STE 1110,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32073018072,ROGLE LLC,1780 S POST OAK LN,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,1/8/2020 0:00,1/8/2020 0:00,1/8/2020 0:00,3/25/2020 2:13
32072371761,"COHO DELMAR PROPERTY, LLC",5051 WESTHEIMER RD STE 1200 C/O HOOVER S,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/25/2019 0:00,10/25/2019 0:00,10/25/2019 0:00,3/25/2020 2:13
32073018478,RTI WEST ELECTRIC INC.,4801 WOODWAY DR STE 300E,HOUSTON,TX,77056,CT,Texas Profit,U,Secretary of State (SOS) File Number,1/8/2020 0:00,1/8/2020 0:00,1/8/2020 0:00,3/25/2020 2:13
32073262449,"MOREHEAD LAW GROUP, PLLC",5250 BROWNWAY ST APT 611,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/29/2020 0:00,1/29/2020 0:00,1/29/2020 0:00,3/25/2020 2:13
32072680187,URBAN COALITION,2800 POST OAK BLVD,HOUSTON,TX,77056,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,12/2/2019 0:00,12/2/2019 0:00,12/2/2019 0:00,3/25/2020 2:13
32072680153,"ROP I LAND, LLC",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/2/2019 0:00,12/2/2019 0:00,12/2/2019 0:00,3/25/2020 2:13
32072680088,"ROP II SHOPS, LLC",5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/2/2019 0:00,12/2/2019 0:00,12/2/2019 0:00,3/25/2020 2:13
32072679940,"FLATWATER CAPITAL, LLC",1885 SAINT JAMES PL STE 1260,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/2/2019 0:00,12/2/2019 0:00,12/2/2019 0:00,3/25/2020 2:13
32073257480,"PCRIF CASTLE HILLS PLAZA, LLC",1360 POST OAK BLVD STE 1900,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/30/2020 0:00,1/30/2020 0:00,1/30/2020 0:00,3/25/2020 2:13
32072679841,EL-SAHLY HOLDINGS LIMITED PARTNERSHIP,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,PL,Unknown,U,Secretary of State (SOS) File Number,12/2/2019 0:00,12/2/2019 0:00,12/2/2019 0:00,3/25/2020 2:13
32073256987,GALVESTON RESORT PARTNERS LLC,5457 JOHN DREAPER DR,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/29/2020 0:00,1/29/2020 0:00,1/29/2020 0:00,3/25/2020 2:13
32073262670,"WOODFILL MCDONALD ENERGY, LLC",3 RIVERWAY STE 750,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/29/2020 0:00,1/29/2020 0:00,1/29/2020 0:00,3/25/2020 2:13
32073010806,TB VALLEY VIEW 4 LLC,5444 WESTHEIMER RD STE 1000,HOUSTON,TX,77056,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32072370789,MC INNOVATIONS LLC,1980 POST OAK BLVD STE 1500,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/24/2019 0:00,10/24/2019 0:00,10/24/2019 0:00,3/25/2020 2:13
32072370417,"CODE ZERO SOLUTIONS, LLC",807 S POST OAK LN APT 1422,HOUSTON,TX,77056,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/24/2019 0:00,10/24/2019 0:00,10/24/2019 0:00,3/25/2020 2:13
